概念名,标签,描述摘要,所属大类,建议分解方向,分解理由,是否为原子概念,建议新建父概念,处理优先级
臣,"社会, 政治",臣，臣下臣子；君臣之分定于礼，悖逆之臣必奉礼义而征之，谗臣为祸国之源。,政治,保留为顶层父概念，分解为治国方略、君臣之道、谏诤制度、文书政令等子类,政治概念覆盖政策、制度、君臣关系等多个维度,否,,中
臣_(概念),"政治, 伦理, 臣, [[君_(概念)|君]] | [[主_(概念)|主]] | [[民_(概念)|民]] | [[忠_(概念)|忠]] | [[宦_(概念)|宦]]",君王之下的官吏；臣服、臣属,道德,保留为顶层父概念，下设德目子概念,伦理道德有层级：伦理→德目→具体品德表现,否,,中
臣光曰,"资治通鉴, 史论","臣光曰，司马光在资治通鉴中以""臣光曰""形式发表的史论",官职,建议拆分为官制体系、具体官职、爵位勋阶三个独立父概念,职官是制度性概念，应按行政层级和职能体系组织,否,建议拆分大类为多个独立父概念,高
臣服,"政治, 外交",臣服，称臣归服，古代政治归附之行为。,政治,保留为顶层父概念，分解为治国方略、君臣之道、谏诤制度、文书政令等子类,政治概念覆盖政策、制度、君臣关系等多个维度,否,,中
臣道,"政治, 思想",为臣之道，君臣关系在古代政治中的核心地位。,政治,保留为顶层父概念，分解为治国方略、君臣之道、谏诤制度、文书政令等子类,政治概念覆盖政策、制度、君臣关系等多个维度,否,,中
臧否,"品行, 评议",品评褒贬人物，论定善恶是非。,道德,保留为顶层父概念，下设德目子概念,伦理道德有层级：伦理→德目→具体品德表现,否,,中
自刎,"概念, 生死, 刑罚",自刎，以刀剑割颈自杀，古代用以保全节义或免遭羞辱的死亡方式。,法律,保留为父概念，分解为罪名、刑罚、司法程序、刑律制度等子类,法律概念可分实体法与程序法,否,,中
自拔,"军事, 战术, 形势",从困境中自行解脱或主动脱离敌方，为古代军事政治中脱困自全的重要方式。,军事,保留为顶层父概念，分解为兵制、战术、兵器、后勤、边防等子类,军事概念需按组织、作战、装备、后勤四分,否,,中
自然,"抽象, 哲学",自然，天性自然、非人为之义，古哲学重要概念。,哲学,保留为父概念，分解为哲学范畴、思想流派、宗教信仰、典籍学术等子类,哲学思想有清晰的内部分野,否,,中
自相矛盾,"成语, 南北朝, 侯景, 军事",自己的言行相互抵触,成语,已为最小语义单元，无需分解,成语典故已为固定表达，关联源出即可,是,,低
自经,"概念, 生死, 自杀",自经，上吊自缢而死，古代常见的自杀方式之一。,典籍,建议并入政治或作为独立父概念,文书典籍是行政和学术的载体,否,建议确认「文书·典籍」是否作为新的独立父概念,中
臭_(概念),"气味, 臭, [[香_(_概念)|香]] | [[秽]]",秽恶之气；与香相对,自然,气味，归入自然感官,抽象感知概念,,需审核,低
至亲,"伦理, 宗法",血缘关系最近的亲属，尤指皇帝至亲宗室,道德,保留为顶层父概念，下设德目子概念,伦理道德有层级：伦理→德目→具体品德表现,否,,中
至尊,"帝王称谓, 礼制",对皇帝的尊称，极言其至高无上。,礼制,保留为父概念，按吉凶军宾嘉五礼分解,《周礼》五礼已有成熟分类,否,,中
臼_(概念),"周, 汉, 器物, 臼, [[韩昭侯]] | [[邓训]] | [[石臼河]] | [[水利]] | [[器物]]",臼，石臼，古代舂米器具,器物,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舄,"概念, 器物, 礼制",舄，古代双层底鞋，帝王礼服常用赤舄；亦指盐碱地（舄卤）。,礼制,保留为父概念，按吉凶军宾嘉五礼分解,《周礼》五礼已有成熟分类,否,,中
舅_(概念),"礼制, 称谓, 舅",舅父，母之兄弟,礼制,保留为父概念，按吉凶军宾嘉五礼分解,《周礼》五礼已有成熟分类,否,,中
舅姑,"概念, 礼俗, 称谓",舅姑，指夫之父母，即公婆，古代妇礼以事舅姑为重要内容。,礼制,保留为父概念，按吉凶军宾嘉五礼分解,《周礼》五礼已有成熟分类,否,,中
舆,"文化, 器物",车舆。乘舆为天子车驾之称，舆服为汉代僭越之征，箯舆为贯高受刑之具。,器用,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舆服,"舆服, 礼制, 服饰",古代车舆与服饰制度，等级身份的象征。,礼制,保留为父概念，按吉凶军宾嘉五礼分解,《周礼》五礼已有成熟分类,否,,中
舆榇,"概念, 礼仪, 投降",舆榇，用车载着棺材，古代战败投降的仪式，表示愿受诛杀、不加抵抗。,军事,保留为顶层父概念，分解为兵制、战术、兵器、后勤、边防等子类,军事概念需按组织、作战、装备、后勤四分,否,,中
舆马,"汉, 魏晋, 南北朝, 唐, 交通",舆马，车驾与马匹，代指出行仪仗,器物,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舌,"身体, 言语",口舌；三寸舌为说客之利器，口舌得官为文武之争。,人体,建议拆分为天文气象、地理山川、动物、植物、人体生理五个独立父概念,自然领域跨度过大，需按学科分野拆解,否,建议拆分大类为多个独立父概念,高
舌_(概念),"身体, 言语, 舌, [[齿_(概念)|齿]] | [[唇]] | [[口_(概念)|口]] | [[喉]] | [[张仪]] | [[郦食其]] | [[张良]]",舌头，言语之器；口中辨味发音之器官,人体,建议拆分为天文气象、地理山川、动物、植物、人体生理五个独立父概念,自然领域跨度过大，需按学科分野拆解,否,建议拆分大类为多个独立父概念,高
舍_(概念),"建筑, 行为, 社会, 舍, [[馆_(_概念)|馆]]、[[庐_(概念)|庐]]、[[邸_(_概念)|邸]]、[[居]]",馆舍、舍弃。舍人为门下之客，辟舍请罪为恭敬之礼。,建筑,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舍人,"周, 战国, 秦汉, 官制",舍人，战国至秦汉王公贵族之亲近属官,官职,建议拆分为官制体系、具体官职、爵位勋阶三个独立父概念,职官是制度性概念，应按行政层级和职能体系组织,否,建议拆分大类为多个独立父概念,高
舍利,"宗教, 佛教",佛骨、佛的遗骨，佛教视为圣物供奉,哲学,保留为父概念，分解为哲学范畴、思想流派、宗教信仰、典籍学术等子类,哲学思想有清晰的内部分野,否,,中
舍生取义,"成语, 东晋, 唐",舍弃生命以维护正义,成语,已为最小语义单元，无需分解,成语典故已为固定表达，关联源出即可,是,,低
舞_(概念),"语言, 舞",舞蹈，古代礼仪、祭祀与娱乐形式,哲学,保留为父概念，分解为哲学范畴、思想流派、宗教信仰、典籍学术等子类,哲学思想有清晰的内部分野,否,,中
舞蹈,"礼仪, 朝仪, 唐代",古代臣子朝拜时的仪节（拜舞），亦指舞蹈。,礼制,保留为父概念，按吉凶军宾嘉五礼分解,《周礼》五礼已有成熟分类,否,,中
舟,"文化, 器物",舟楫。舟中人为敌国为吴起在德不在险之论，用舟为越人习水之便。,器用,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舟师,"军事, 水军",水军，以舟船组成的舰队,军事,保留为顶层父概念，分解为兵制、战术、兵器、后勤、边防等子类,军事概念需按组织、作战、装备、后勤四分,否,,中
舟舰,"军事, 器物",舟舰，船只战舰，古代指战船船只及水军装备。,军事,保留为顶层父概念，分解为兵制、战术、兵器、后勤、边防等子类,军事概念需按组织、作战、装备、后勤四分,否,,中
舟船,"物品, 军事",船只，水军作战之具。,军事,保留为顶层父概念，分解为兵制、战术、兵器、后勤、边防等子类,军事概念需按组织、作战、装备、后勤四分,否,,中
舟车,"汉, 魏晋, 南北朝, 唐, 交通",舟车，舟船与车辆，泛指交通工具,器物,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舫,"概念, 舟船, 器物",舫，指两船相并，泛指船只、画舫，古代水战与交通中的重要水上工具。,器用,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舫_(概念),"器物, 交通, 舫, [[舟]] | [[船]] | [[舸]] | [[舰]] | [[交通]] | [[军事]]",两船并连，舟舫,器用,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舰_(概念),"器物, 军事, 交通, 舰, [[舸_(_概念)|舸]]、[[船_(_器物)|船]]、[[舟_(_器物)|舟]]",大型战船，蒙冲斗舰为古代水军主力战舰,器用,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舳_(概念),"器物, 交通, 舳, [[舳舻]] | [[舟]] | [[楫]] | [[棹]] | [[船]] | [[水军]]",船尾，舳舻千里，形容船队浩大,器物,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舸,"概念, 舟船, 器物",舸，大船，古代水战中常用的大型战舰，亦泛指巨舟。,器用,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舸_(概念),"器物, 军事, 交通, 舸, [[舰_(_概念)|舰]]、[[船_(_器物)|船]]、[[舟_(_器物)|舟]]",大船，古代战船或大型船只,器用,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
船_(概念),"周, 汉, 交通, 船",船，水上交通工具,器用,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
舻_(概念),"器物, 交通, 舻",船头，舳舻千里,器物,建议拆分为器物用具、建筑宫室、服饰衣冠三个独立父概念,三者的物质文化属性不同，合并不妥,否,建议拆分大类为多个独立父概念,高
艇_(概念),"交通, 军事, 艇",艇指轻便小船，古代用于侦察、突袭,军事,保留为顶层父概念，分解为兵制、战术、兵器、后勤、边防等子类,军事概念需按组织、作战、装备、后勤四分,否,,中
艨艟,"军事, 器物",艨艟，古代蒙以生牛革之大型战船；通鉴记隋炀帝乘艨艟数千艘游江都，贺瑰以竹笮联艨艟横断河流。,军事,保留为顶层父概念，分解为兵制、战术、兵器、后勤、边防等子类,军事概念需按组织、作战、装备、后勤四分,否,,中
良_(概念),"伦理, 良",善良、贤良，古代道德评价之核心,道德,保留为顶层父概念，下设德目子概念,伦理道德有层级：伦理→德目→具体品德表现,否,,中
良吏,"政治, 吏治, 官员, 评价",贤良能干的官吏，古代吏治中对清正廉明、善治爱民官员的称誉。,政治,保留为顶层父概念，分解为治国方略、君臣之道、谏诤制度、文书政令等子类,政治概念覆盖政策、制度、君臣关系等多个维度,否,,中
